Pincode,AreaCode,ProcessCode,HubZoneName,HubCity,HubState,COD,PrePaid,HasReversePickUpService,xpressbee,delhivery,shadowfax,dtdc,disableclientidsno
852216,,,East,Biraul,BIHAR,Y,Y,Y,,,,,
854336,,,East,Birpur,BIHAR,N,N,Y,,,,,
854338,,,East,Birpur,BIHAR,N,N,Y,,,,,
854339,,,East,Birpur,BIHAR,Y,Y,Y,,,,,
802101,,,East,BUXAR,BIHAR,Y,Y,Y,,,,,
802102,,,East,BUXAR,BIHAR,Y,Y,Y,,,,,
802103,,,East,BUXAR,BIHAR,Y,Y,Y,,,,,
802114,,,East,BUXAR,BIHAR,Y,Y,Y,,,,,
802116,,,East,BUXAR,BIHAR,Y,Y,Y,,,,,
802122,,,East,BUXAR,BIHAR,Y,Y,Y,,,,,
802123,,,East,BUXAR,BIHAR,Y,Y,Y,,,,,
848226,,,East,BUXAR,BIHAR,Y,Y,Y,,,,,
232112,,,East,CHAKIA,BIHAR,N,N,Y,,,,,
232113,,,East,CHAKIA,BIHAR,N,N,Y,,,,,
232114,,,East,Chakia,BIHAR,N,N,Y,,,,,
845412,,,East,CHAKIA,BIHAR,Y,Y,Y,,,,,
845413,,,East,Chakia,BIHAR,Y,Y,Y,,,,,
845414,,,East,Chakia,BIHAR,Y,Y,Y,,,,,
845420,,,East,CHAKIA,BIHAR,Y,Y,Y,,,,,
845426,,,East,CHAKIA,BIHAR,Y,Y,Y,,,,,
845502,,,East,CHAKIA,BIHAR,N,N,Y,,,,,
845525,,,East,CHAKIA,BIHAR,N,N,Y,,,,,
803110,,,East,Chandi,BIHAR,Y,Y,Y,,,,,
803120,,,East,Chandi,BIHAR,Y,Y,Y,,,,,
803123,,,East,Chandi,BIHAR,Y,Y,Y,,,,,
803204,,,East,Chandi,BIHAR,Y,Y,Y,,,,,
803215,,,East,Chandi,BIHAR,Y,Y,Y,,,,,
854116,,,East,Chandi-BH,BIHAR,Y,Y,Y,,,,,
854317,,,East,Chandi-BH,BIHAR,Y,Y,Y,,,,,
855102,,,East,Chandi-BH,BIHAR,Y,Y,Y,,,,,
855113,,,East,Chandi-BH,BIHAR,Y,Y,Y,,,,,
841211,,,East,CHHAPRA,BIHAR,Y,Y,Y,,,,,
841301,,,East,CHHAPRA,BIHAR,Y,Y,Y,,,,,
841302,,,East,CHHAPRA,BIHAR,Y,Y,Y,,,,,
841305,,,East,CHHAPRA,BIHAR,Y,Y,Y,,,,,
841311,,,East,CHHAPRA,BIHAR,Y,Y,Y,,,,,
841312,,,East,CHHAPRA,BIHAR,Y,Y,Y,,,,,
841316,,,East,CHHAPRA,BIHAR,Y,Y,Y,,,,,
841317,,,East,CHHAPRA,BIHAR,Y,Y,Y,,,,,
841318,,,East,CHHAPRA,BIHAR,Y,Y,Y,,,,,
841339,,,East,CHHAPRA,BIHAR,Y,Y,Y,,,,,
841414,,,East,CHHAPRA,BIHAR,Y,Y,Y,,,,,
841415,,,East,CHHAPRA,BIHAR,Y,Y,Y,,,,,
854360,,,East,CHHAPRA,BIHAR,Y,Y,Y,,,,,
848116,,,East,Dalsingh Sarai,BIHAR,Y,Y,Y,,,,,
848118,,,East,Dalsingh Sarai,BIHAR,Y,Y,Y,,,,,
848142,,,East,Dalsingh Sarai,BIHAR,Y,Y,Y,,,,,
848507,,,East,Dalsingh Sarai,BIHAR,N,N,Y,,,,,
848516,,,East,Dalsingh Sarai,BIHAR,Y,Y,Y,,,,,
848114,,,East,DALSINGHSARAI,BIHAR,Y,Y,Y,,,,,
848119,,,East,DALSINGHSARAI,BIHAR,Y,Y,Y,,,,,
848126,,,East,DALSINGHSARAI,BIHAR,Y,Y,Y,,,,,
848128,,,East,DALSINGHSARAI,BIHAR,Y,Y,Y,,,,,
848145,,,East,DALSINGHSARAI,BIHAR,Y,Y,Y,,,,,
848146,,,East,DALSINGHSARAI,BIHAR,Y,Y,Y,,,,,
848147,,,East,DALSINGHSARAI,BIHAR,Y,Y,Y,,,,,
848160,,,East,DALSINGHSARAI,BIHAR,Y,Y,Y,,,,,
848211,,,East,DALSINGHSARAI,BIHAR,Y,Y,Y,,,,,
848503,,,East,DALSINGHSARAI,BIHAR,Y,Y,Y,,,,,
851128,,,East,DALSINGHSARAI,BIHAR,Y,Y,Y,,,,,
100852,,,East,DARBHANGA,BIHAR,Y,N,Y,,,,,
845520,,,East,DARBHANGA,BIHAR,Y,Y,Y,,,,,
845523,,,East,DARBHANGA,BIHAR,Y,Y,Y,,,,,
845524,,,East,DARBHANGA,BIHAR,Y,Y,Y,,,,,
846001,,,East,DARBHANGA,BIHAR,Y,Y,Y,,,,,
846002,,,East,DARBHANGA,BIHAR,Y,Y,Y,,,,,
846003,,,East,DARBHANGA,BIHAR,Y,Y,Y,,,,,
846004,,,East,DARBHANGA,BIHAR,Y,Y,Y,,,,,
846005,,,East,DARBHANGA,BIHAR,Y,Y,Y,,,,,
846006,,,East,DARBHANGA,BIHAR,Y,Y,Y,,,,,
846007,,,East,DARBHANGA,BIHAR,Y,Y,Y,,,,,
846008,,,East,DARBHANGA,BIHAR,Y,Y,Y,,,,,
846009,,,East,DARBHANGA,BIHAR,Y,Y,Y,,,,,
847101,,,East,DARBHANGA,BIHAR,Y,Y,Y,,,,,
847106,,,East,DARBHANGA,BIHAR,Y,Y,Y,,,,,
847113,,,East,DARBHANGA,BIHAR,Y,Y,Y,,,,,
847115,,,East,DARBHANGA,BIHAR,Y,Y,Y,,,,,
847116,,,East,DARBHANGA,BIHAR,Y,Y,Y,,,,,
847117,,,East,DARBHANGA,BIHAR,Y,Y,Y,,,,,
847118,,,East,DARBHANGA,BIHAR,Y,Y,Y,,,,,
847119,,,East,DARBHANGA,BIHAR,Y,Y,Y,,,,,
847120,,,East,DARBHANGA,BIHAR,Y,Y,Y,,,,,
847121,,,East,DARBHANGA,BIHAR,Y,Y,Y,,,,,
847301,,,East,DARBHANGA,BIHAR,Y,Y,Y,,,,,
847306,,,East,DARBHANGA,BIHAR,Y,Y,Y,,,,,
847428,,,East,DARBHANGA,BIHAR,Y,Y,Y,,,,,
847429,,,East,DARBHANGA,BIHAR,Y,Y,Y,,,,,
854367,,,East,DARBHANGA,BIHAR,Y,Y,Y,,,,,
804431,,,East,DAUDNAGAR,BIHAR,N,N,Y,,,,,
821310,,,East,DAUDNAGAR,BIHAR,Y,Y,Y,,,,,
824112,,,East,DAUDNAGAR,BIHAR,Y,Y,Y,,,,,
824113,,,East,DAUDNAGAR,BIHAR,Y,Y,Y,,,,,
824115,,,East,DAUDNAGAR,BIHAR,Y,Y,Y,,,,,
824120,,,East,Daudnagar,BIHAR,Y,Y,Y,,,,,
824124,,,East,DAUDNAGAR,BIHAR,Y,Y,Y,,,,,
824127,,,East,Daudnagar,BIHAR,Y,Y,Y,,,,,
824130,,,East,DAUDNAGAR,BIHAR,N,N,Y,,,,,
824143,,,East,DAUDNAGAR,BIHAR,N,N,Y,,,,,
821301,,,East,Dehri on Sone,BIHAR,Y,Y,Y,,,,,
821306,,,East,Dehri on Sone,BIHAR,Y,Y,Y,,,,,
821307,,,East,Dehri on Sone,BIHAR,Y,Y,Y,,,,,
821308,,,East,Dehri on Sone,BIHAR,Y,Y,Y,,,,,
821312,,,East,Dehri on Sone,BIHAR,Y,Y,Y,,,,,
824202,,,East,Deo,BIHAR,Y,Y,Y,,,,,
824210,,,East,Deo,BIHAR,N,N,Y,,,,,
824216,,,East,Deo,BIHAR,Y,Y,Y,,,,,
824218,,,East,Deo,BIHAR,Y,Y,Y,,,,,
843313,,,East,Dhaka,BIHAR,Y,Y,Y,,,,,
845303,,,East,Dhaka,BIHAR,Y,Y,Y,,,,,
845304,,,East,Dhaka,BIHAR,Y,Y,Y,,,,,
845315,,,East,Dhaka,BIHAR,N,N,Y,,,,,
845418,,,East,Dhaka,BIHAR,Y,Y,Y,,,,,
845427,,,East,Dhaka,BIHAR,Y,Y,Y,,,,,
845457,,,East,Dhaka,BIHAR,Y,Y,Y,,,,,
843105,,,East,Dholi,BIHAR,Y,Y,Y,,,,,
843114,,,East,Dholi,BIHAR,N,N,Y,,,,,
843119,,,East,Dholi,BIHAR,Y,Y,Y,,,,,
843121,,,East,Dholi,BIHAR,Y,Y,Y,,,,,
843139,,,East,Dholi,BIHAR,Y,Y,Y,,,,,
843144,,,East,Dholi,BIHAR,Y,Y,Y,,,,,
848115,,,East,Dholi,BIHAR,Y,Y,Y,,,,,
841216,,,East,Dighwara,BIHAR,Y,Y,Y,,,,,
841219,,,East,Dighwara,BIHAR,Y,Y,Y,,,,,
841220,,,East,Dighwara,BIHAR,Y,Y,Y,,,,,
841221,,,East,Dighwara,BIHAR,Y,Y,Y,,,,,
841222,,,East,Dighwara,BIHAR,Y,Y,Y,,,,,
841225,,,East,Dighwara,BIHAR,Y,Y,Y,,,,,
802213,,,East,Dinara,BIHAR,Y,Y,Y,,,,,
802218,,,East,Dinara,BIHAR,Y,Y,Y,,,,,
821112,,,East,Dinara,BIHAR,Y,Y,Y,,,,,
802111,,,East,Dumraon,BIHAR,Y,Y,Y,,,,,
802118,,,East,DUMRAON,BIHAR,Y,Y,Y,,,,,
802119,,,East,DUMRAON,BIHAR,Y,Y,Y,,,,,
802120,,,East,DUMRAON,BIHAR,Y,Y,Y,,,,,
802126,,,East,Dumraon,BIHAR,Y,Y,Y,,,,,
802127,,,East,Dumraon,BIHAR,Y,Y,Y,,,,,
802133,,,East,DUMRAON,BIHAR,Y,Y,Y,,,,,
802135,,,East,DUMRAON,BIHAR,Y,Y,Y,,,,,
802136,,,East,DUMRAON,BIHAR,Y,Y,Y,,,,,
845429,,,East,East Champaran,BIHAR,Y,Y,Y,,,,,
845434,,,East,East Champaran,BIHAR,Y,Y,Y,,,,,
841201,,,East,EKMA,BIHAR,Y,Y,Y,,,,,
841204,,,East,EKMA,BIHAR,Y,Y,Y,,,,,
841205,,,East,EKMA,BIHAR,Y,Y,Y,,,,,
841206,,,East,Ekma,BIHAR,Y,Y,Y,,,,,
841208,,,East,EKMA,BIHAR,Y,Y,Y,,,,,
841209,,,East,Ekma,BIHAR,Y,Y,Y,,,,,
841223,,,East,Ekma,BIHAR,Y,Y,Y,,,,,
841313,,,East,Ekma,BIHAR,Y,Y,Y,,,,,
841314,,,East,EKMA,BIHAR,Y,Y,Y,,,,,
803202,,,East,Fatuha,BIHAR,Y,Y,Y,,,,,
803203,,,East,Fatuha,BIHAR,Y,Y,Y,,,,,
803205,,,East,Fatuha,BIHAR,Y,Y,Y,,,,,
100899,,,East,FORBESGANJ,BIHAR,Y,N,Y,,,,,
221605,,,East,FORBESGANJ,BIHAR,Y,Y,Y,,,,,
845145,,,East,FORBESGANJ,BIHAR,Y,Y,Y,,,,,
845318,,,East,FORBESGANJ,BIHAR,Y,Y,Y,,,,,
845335,,,East,FORBESGANJ,BIHAR,Y,Y,Y,,,,,
847249,,,East,FORBESGANJ,BIHAR,Y,Y,Y,,,,,
854316,,,East,FORBESGANJ,BIHAR,Y,Y,Y,,,,,
854318,,,East,FORBESGANJ,BIHAR,Y,Y,Y,,,,,
854328,,,East,FORBESGANJ,BIHAR,Y,Y,Y,,,,,
854335,,,East,FORBESGANJ,BIHAR,Y,Y,Y,,,,,
854351,,,East,FORBESGANJ,BIHAR,Y,Y,Y,,,,,
854357,,,East,FORBESGANJ,BIHAR,Y,Y,Y,,,,,
841203,,,East,Gangapur-B,BIHAR,Y,Y,Y,,,,,
841210,,,East,Gangapur-B,BIHAR,Y,Y,Y,,,,,
841504,,,East,Gangapur-B,BIHAR,Y,Y,Y,,,,,
841509,,,East,Gangapur-B,BIHAR,Y,Y,Y,,,,,
100953,,,East,Gaya,BIHAR,Y,N,Y,,,,,
804404,,,East,Gaya,BIHAR,Y,Y,Y,,,,,
805131,,,East,Gaya,BIHAR,Y,Y,Y,,,,,
823000,,,East,Gaya,BIHAR,Y,Y,Y,,,,,
823001,,,East,Gaya,BIHAR,Y,Y,Y,,,,,
823002,,,East,Gaya,BIHAR,Y,Y,Y,,,,,
823003,,,East,Gaya,BIHAR,Y,Y,Y,,,,,
823004,,,East,Gaya,BIHAR,Y,Y,Y,,,,,
823005,,,East,Gaya,BIHAR,Y,Y,Y,,,,,
824209,,,East,Gaya,BIHAR,Y,Y,Y,,,,,
824230,,,East,Gaya,BIHAR,Y,Y,Y,,,,,
824231,,,East,Gaya,BIHAR,Y,Y,Y,,,,,
824234,,,East,Gaya,BIHAR,Y,Y,Y,,,,,
813205,,,East,Ghogha,BIHAR,Y,Y,Y,,,,,
824114,,,East,Goh,BIHAR,Y,Y,Y,,,,,
824116,,,East,Goh,BIHAR,Y,Y,Y,,,,,
824122,,,East,Goh,BIHAR,Y,Y,Y,,,,,
824125,,,East,Goh,BIHAR,Y,Y,Y,,,,,
824129,,,East,Goh,BIHAR,Y,Y,Y,,,,,
824203,,,East,Goh,BIHAR,Y,Y,Y,,,,,
101177,,,East,GOPALGANJ,BIHAR,Y,N,Y,,,,,
841405,,,East,GOPALGANJ,BIHAR,Y,Y,Y,,,,,
841427,,,East,GOPALGANJ,BIHAR,Y,Y,Y,,,,,
841428,,,East,GOPALGANJ,BIHAR,Y,Y,Y,,,,,
841429,,,East,GOPALGANJ,BIHAR,Y,Y,Y,,,,,
841430,,,East,GOPALGANJ,BIHAR,Y,Y,Y,,,,,
841431,,,East,GOPALGANJ,BIHAR,Y,Y,Y,,,,,
841432,,,East,Gopalganj,BIHAR,Y,Y,Y,,,,,
841440,,,East,GOPALGANJ,BIHAR,Y,Y,Y,,,,,
841505,,,East,GOPALGANJ,BIHAR,Y,Y,Y,,,,,
844111,,,East,GORAUL,BIHAR,Y,Y,Y,,,,,
844112,,,East,GORAUL,BIHAR,Y,Y,Y,,,,,
844118,,,East,GORAUL,BIHAR,Y,Y,Y,,,,,
844120,,,East,GORAUL,BIHAR,Y,Y,Y,,,,,
844131,,,East,GORAUL,BIHAR,Y,Y,Y,,,,,
845411,,,East,Govindpur,BIHAR,Y,Y,Y,,,,,
845419,,,East,Govindpur,BIHAR,Y,Y,Y,,,,,
845422,,,East,Govindpur,BIHAR,Y,Y,Y,,,,,
845425,,,East,Govindpur,BIHAR,Y,Y,Y,,,,,
845458,,,East,Govindpur,BIHAR,Y,Y,Y,,,,,
841101,,,East,HAJIPUR TOWN,BIHAR,Y,Y,Y,,,,,
841105,,,East,HAJIPUR TOWN,BIHAR,Y,Y,Y,,,,,
844101,,,East,HAJIPUR TOWN,BIHAR,Y,Y,Y,,,,,
844102,,,East,HAJIPUR TOWN,BIHAR,Y,Y,Y,,,,,
844502,,,East,HAJIPUR TOWN,BIHAR,Y,Y,Y,,,,,
841236,,,East,Hasanpura,BIHAR,Y,Y,Y,,,,,
841240,,,East,Hasanpura,BIHAR,Y,Y,Y,,,,,
841286,,,East,Hasanpura,BIHAR,Y,Y,Y,,,,,
841404,,,East,Hasanpura,BIHAR,Y,Y,Y,,,,,
841217,,,East,HAZIPUR,BIHAR,Y,Y,Y,,,,,
844124,,,East,HAZIPUR,BIHAR,Y,Y,Y,,,,,
844503,,,East,HAZIPUR,BIHAR,Y,Y,Y,,,,,
844126,,,East,Hazrat Jandaha,BIHAR,Y,Y,Y,,,,,
844501,,,East,Hazrat Jandaha,BIHAR,Y,Y,Y,,,,,
844505,,,East,Hazrat Jandaha,BIHAR,Y,Y,Y,,,,,
844507,,,East,Hazrat Jandaha,BIHAR,Y,Y,Y,,,,,
801302,,,East,HILSA,BIHAR,Y,Y,Y,,,,,
801304,,,East,HILSA,BIHAR,Y,Y,Y,,,,,
801305,,,East,HILSA,BIHAR,Y,Y,Y,,,,,
801306,,,East,Hilsa,BIHAR,Y,Y,Y,,,,,
801307,,,East,HILSA,BIHAR,Y,Y,Y,,,,,
801308,,,East,HILSA,BIHAR,Y,Y,Y,,,,,
803102,,,East,HILSA,BIHAR,Y,Y,Y,,,,,
803108,,,East,HILSA,BIHAR,Y,Y,Y,,,,,
803122,,,East,Hilsa,BIHAR,Y,Y,Y,,,,,
801301,,,East,ISLAMPUR BH,BIHAR,Y,Y,Y,,,,,
801303,,,East,ISLAMPUR BH,BIHAR,Y,Y,Y,,,,,
804407,,,East,ISLAMPUR BH,BIHAR,Y,Y,Y,,,,,
802115,,,East,Jagdishpur,BIHAR,Y,Y,Y,,,,,
802152,,,East,Jagdishpur,BIHAR,Y,Y,Y,,,,,
802158,,,East,Jagdishpur,BIHAR,Y,Y,Y,,,,,
802162,,,East,Jagdishpur,BIHAR,Y,Y,Y,,,,,
847225,,,East,Jainagar,BIHAR,Y,Y,Y,,,,,
847226,,,East,Jainagar,BIHAR,Y,Y,Y,,,,,
847228,,,East,Jainagar,BIHAR,Y,Y,Y,,,,,
847229,,,East,Jainagar,BIHAR,Y,Y,Y,,,,,
854327,,,East,Jalalgarh,BIHAR,N,N,Y,,,,,
811307,,,East,JAMUI,BIHAR,Y,Y,Y,,,,,
811313,,,East,JAMUI,BIHAR,Y,Y,Y,,,,,
811317,,,East,JAMUI,BIHAR,Y,Y,Y,,,,,
852155,,,East,JAMUI,BIHAR,Y,Y,Y,,,,,
804406,,,East,Jehanabad,BIHAR,N,N,Y,,,,,
804408,,,East,Jehanabad,BIHAR,Y,Y,Y,,,,,
804417,,,East,Jehanabad,BIHAR,Y,Y,Y,,,,,
804418,,,East,Jehanabad,BIHAR,Y,Y,Y,,,,,
804420,,,East,Jehanabad,BIHAR,Y,Y,Y,,,,,
804423,,,East,Jehanabad,BIHAR,Y,Y,Y,,,,,
804425,,,East,Jehanabad,BIHAR,Y,Y,Y,,,,,
811305,,,East,Jhajha,BIHAR,Y,Y,Y,,,,,
811308,,,East,Jhajha,BIHAR,Y,Y,Y,,,,,
811314,,,East,Jhajha,BIHAR,Y,Y,Y,,,,,
847404,,,East,Jhanjharpur,BIHAR,Y,Y,Y,,,,,
847407,,,East,Jhanjharpur,BIHAR,N,N,Y,,,,,
847408,,,East,Jhanjharpur,BIHAR,Y,Y,Y,,,,,
847410,,,East,Jhanjharpur,BIHAR,Y,Y,Y,,,,,
847411,,,East,Jhanjharpur,BIHAR,Y,Y,Y,,,,,
847412,,,East,Jhanjharpur,BIHAR,Y,Y,Y,,,,,
847426,,,East,Jhanjharpur,BIHAR,Y,Y,Y,,,,,
847401,,,East,JHANJHARPUR,BIHAR,Y,Y,Y,,,,,
813203,,,East,Kahalgaon,BIHAR,Y,Y,Y,,,,,
813204,,,East,Kahalgaon,BIHAR,Y,Y,Y,,,,,
813206,,,East,Kahalgaon,BIHAR,Y,Y,Y,,,,,
813214,,,East,Kahalgaon,BIHAR,Y,Y,Y,,,,,
813222,,,East,Kahalgaon,BIHAR,Y,Y,Y,,,,,
813231,,,East,Kahalgaon,BIHAR,Y,Y,Y,,,,,
101120,,,East,Katihar,BIHAR,Y,N,Y,,,,,
845113,,,East,KATIHAR,BIHAR,Y,Y,Y,,,,,
845115,,,East,KATIHAR,BIHAR,Y,Y,Y,,,,,
845116,,,East,KATIHAR,BIHAR,Y,Y,Y,,,,,
845117,,,East,KATIHAR,BIHAR,Y,Y,Y,,,,,
845119,,,East,KATIHAR,BIHAR,Y,Y,Y,,,,,
845120,,,East,KATIHAR,BIHAR,Y,Y,Y,,,,,
852145,,,East,KATIHAR,BIHAR,Y,Y,Y,,,,,
852154,,,East,KATIHAR,BIHAR,Y,Y,Y,,,,,
854101,,,East,KATIHAR,BIHAR,Y,Y,Y,,,,,
854103,,,East,KATIHAR,BIHAR,Y,Y,Y,,,,,
854105,,,East,KATIHAR,BIHAR,Y,Y,Y,,,,,
854106,,,East,KATIHAR,BIHAR,Y,Y,Y,,,,,
854107,,,East,KATIHAR,BIHAR,Y,Y,Y,,,,,
854108,,,East,KATIHAR,BIHAR,Y,Y,Y,,,,,
854109,,,East,KATIHAR,BIHAR,Y,Y,Y,,,,,
854111,,,East,KATIHAR,BIHAR,Y,Y,Y,,,,,
854115,,,East,KATIHAR,BIHAR,Y,Y,Y,,,,,
854123,,,East,KATIHAR,BIHAR,Y,Y,Y,,,,,
854124,,,East,KATIHAR,BIHAR,Y,Y,Y,,,,,
854125,,,East,KATIHAR,BIHAR,Y,Y,Y,,,,,
854126,,,East,KATIHAR,BIHAR,Y,Y,Y,,,,,
854127,,,East,KATIHAR,BIHAR,Y,Y,Y,,,,,
854337,,,East,Katihar,BIHAR,N,N,Y,,,,,
855114,,,East,Katihar,BIHAR,Y,Y,Y,,,,,
855122,,,East,KATIHAR,BIHAR,Y,Y,Y,,,,,
855124,,,East,KATIHAR,BIHAR,Y,Y,Y,,,,,
851204,,,East,Khagaria,BIHAR,Y,Y,Y,,,,,
851205,,,East,Khagaria,BIHAR,Y,Y,Y,,,,,
851214,,,East,Khagaria,BIHAR,N,N,Y,,,,,
811213,,,East,Kharagpur-BR,BIHAR,Y,Y,Y,,,,,
847227,,,East,Khutauna,BIHAR,Y,Y,Y,,,,,
847232,,,East,Khutauna,BIHAR,Y,Y,Y,,,,,
847421,,,East,Khutauna,BIHAR,Y,Y,Y,,,,,
821118,,,East,Kishanganj,BIHAR,Y,Y,Y,,,,,
841425,,,East,Kuchaikote,BIHAR,Y,Y,Y,,,,,
841501,,,East,Kuchaikote,BIHAR,Y,Y,Y,,,,,
841502,,,East,Kuchaikote,BIHAR,Y,Y,Y,,,,,
841503,,,East,Kuchaikote,BIHAR,N,N,Y,,,,,
821104,,,East,Kudra,BIHAR,N,N,Y,,,,,
821108,,,East,Kudra,BIHAR,Y,Y,Y,,,,,
854104,,,East,Kursela,BIHAR,Y,Y,Y,,,,,
805137,,,East,LAKHISARAI,BIHAR,Y,Y,Y,,,,,
811302,,,East,Lakhisarai,BIHAR,N,N,Y,,,,,
811310,,,East,Lakhisarai,BIHAR,Y,Y,Y,,,,,
811311,,,East,LAKHISARAI,BIHAR,Y,Y,Y,,,,,
844134,,,East,Lalganj-BH,BIHAR,Y,Y,Y,,,,,
845451,,,East,Lauria Nandangarh,BIHAR,Y,Y,Y,,,,,
845453,,,East,Lauria Nandangarh,BIHAR,Y,Y,Y,,,,,
824103,,,East,Madanpur,BIHAR,Y,Y,Y,,,,,
824219,,,East,Madanpur,BIHAR,Y,Y,Y,,,,,
100724,,,East,MADHEPURA,BIHAR,Y,N,Y,,,,,
100840,,,East,MADHEPURA,BIHAR,Y,N,Y,,,,,
852107,,,East,MADHEPURA,BIHAR,Y,Y,Y,,,,,
852113,,,East,MADHEPURA,BIHAR,Y,Y,Y,,,,,
852114,,,East,MADHEPURA,BIHAR,Y,Y,Y,,,,,
852121,,,East,MADHEPURA,BIHAR,Y,Y,Y,,,,,
852128,,,East,MADHEPURA,BIHAR,Y,Y,Y,,,,,
852141,,,East,MADHEPURA,BIHAR,Y,Y,Y,,,,,
852153,,,East,MADHEPURA,BIHAR,Y,Y,Y,,,,,
100946,,,East,Madhubani,BIHAR,Y,N,Y,,,,,
847109,,,East,Madhubani,BIHAR,Y,Y,Y,,,,,
847110,,,East,MADHUBANI,BIHAR,Y,Y,Y,,,,,
847111,,,East,MADHUBANI,BIHAR,Y,Y,Y,,,,,
847112,,,East,Madhubani,BIHAR,Y,Y,Y,,,,,
847114,,,East,MADHUBANI,BIHAR,Y,Y,Y,,,,,
847211,,,East,MADHUBANI,BIHAR,Y,Y,Y,,,,,
847213,,,East,Madhubani,BIHAR,Y,Y,Y,,,,,
847214,,,East,MADHUBANI,BIHAR,Y,Y,Y,,,,,
847215,,,East,MADHUBANI,BIHAR,Y,Y,Y,,,,,
847237,,,East,Madhubani,BIHAR,Y,Y,Y,,,,,
847246,,,East,MADHUBANI,BIHAR,Y,Y,Y,,,,,
847247,,,East,MADHUBANI,BIHAR,Y,Y,Y,,,,,
847248,,,East,MADHUBANI,BIHAR,Y,Y,Y,,,,,
847250,,,East,MADHUBANI,BIHAR,Y,Y,Y,,,,,
847251,,,East,MADHUBANI,BIHAR,Y,Y,Y,,,,,
847252,,,East,MADHUBANI,BIHAR,Y,Y,Y,,,,,
847253,,,East,MADHUBANI,BIHAR,Y,Y,Y,,,,,
847256,,,East,MADHUBANI,BIHAR,Y,Y,Y,,,,,
847257,,,East,MADHUBANI,BIHAR,Y,Y,Y,,,,,
847337,,,East,Madhubani,BIHAR,Y,Y,Y,,,,,
858434,,,East,MADHUBANI,BIHAR,Y,Y,Y,,,,,
847224,,,East,Madhubani,BIHAR,N,N,Y,,,,,
847235,,,East,Madhubani,BIHAR,Y,Y,Y,,,,,
847424,,,East,Madhubani,BIHAR,Y,Y,Y,,,,,
841226,,,East,MAHARAJAGANJ,BIHAR,Y,Y,Y,,,,,
841246,,,East,MAHARAJAGANJ,BIHAR,Y,Y,Y,,,,,
841247,,,East,MAHARAJAGANJ,BIHAR,Y,Y,Y,,,,,
841250,,,East,MAHARAJAGANJ,BIHAR,Y,Y,Y,,,,,
841253,,,East,MAHARAJAGANJ,BIHAR,Y,Y,Y,,,,,
841254,,,East,MAHARAJAGANJ,BIHAR,Y,Y,Y,,,,,
841255,,,East,MAHARAJAGANJ,BIHAR,Y,Y,Y,,,,,
841256,,,East,MAHARAJAGANJ,BIHAR,Y,Y,Y,,,,,
841506,,,East,MAHARAJAGANJ,BIHAR,Y,Y,Y,,,,,
841512,,,East,MAHARAJAGANJ,BIHAR,Y,Y,Y,,,,,
841212,,,East,MAHARAJGANJ BH,BIHAR,Y,Y,Y,,,,,
841233,,,East,MAHARAJGANJ BH,BIHAR,Y,Y,Y,,,,,
841238,,,East,MAHARAJGANJ BH,BIHAR,Y,Y,Y,,,,,
841241,,,East,MAHARAJGANJ BH,BIHAR,Y,Y,Y,,,,,
841244,,,East,MAHARAJGANJ BH,BIHAR,Y,Y,Y,,,,,
851201,,,East,Maheshkhunt,BIHAR,N,N,Y,,,,,
851202,,,East,Maheshkhunt,BIHAR,Y,Y,Y,,,,,
851212,,,East,Maheshkhunt,BIHAR,N,N,Y,,,,,
851213,,,East,Maheshkhunt,BIHAR,Y,Y,Y,,,,,
844504,,,East,Mahnar Bazar,BIHAR,Y,Y,Y,,,,,
844506,,,East,Mahnar Bazar,BIHAR,Y,Y,Y,,,,,
844509,,,East,Mahnar Bazar,BIHAR,N,N,Y,,,,,
841235,,,East,Mairwa,BIHAR,Y,Y,Y,,,,,
841239,,,East,Mairwa,BIHAR,Y,Y,Y,,,,,
841243,,,East,Mairwa,BIHAR,N,N,Y,,,,,
841435,,,East,Mairwa,BIHAR,Y,Y,Y,,,,,
804405,,,East,Makhdumpur,BIHAR,Y,Y,Y,,,,,
804422,,,East,Makhdumpur,BIHAR,Y,Y,Y,,,,,
804424,,,East,Makhdumpur,BIHAR,Y,Y,Y,,,,,
804427,,,East,Makhdumpur,BIHAR,Y,Y,Y,,,,,
804433,,,East,Makhdumpur,BIHAR,N,N,Y,,,,,
804434,,,East,Makhdumpur,BIHAR,Y,Y,Y,,,,,
841406,,,East,Malmaliya,BIHAR,Y,Y,Y,,,,,
841408,,,East,Malmaliya,BIHAR,Y,Y,Y,,,,,
841413,,,East,Malmaliya,BIHAR,Y,Y,Y,,,,,
841416,,,East,Malmaliya,BIHAR,N,N,Y,,,,,
841439,,,East,Malmaliya,BIHAR,Y,Y,Y,,,,,
802125,,,East,Malyabag,BIHAR,Y,Y,Y,,,,,
802129,,,East,Malyabag,BIHAR,Y,Y,Y,,,,,
802211,,,East,Malyabag,BIHAR,N,N,Y,,,,,
802216,,,East,Malyabag,BIHAR,Y,Y,Y,,,,,
854117,,,East,Manihari,BIHAR,Y,Y,Y,,,,,
851103,,,East,Manjhaul,BIHAR,Y,Y,Y,,,,,
851130,,,East,Manjhaul,BIHAR,Y,Y,Y,,,,,
851132,,,East,Manjhaul,BIHAR,Y,Y,Y,,,,,
841218,,,East,Marhowarah,BIHAR,Y,Y,Y,,,,,
